emotion,video_id,author,comment
vui vẻ,_pMLRYGx9Is,@mr.meatball5099,BUV :))
vui vẻ,_pMLRYGx9Is,@HungPham-py9wi,anh review về xứ sở mèn mén tp sơn la đi anh=))
vui vẻ,_pMLRYGx9Is,@NguyenQuang-y9j,"Tóm tắt đầy đủ tiêu chí, dí dỏm. Nhưng thiếu phần quan trọng. Đó là phần học phí"
vui vẻ,_pMLRYGx9Is,@quac6831,thiếu đại học mở rồi +1 dislike
vui vẻ,_pMLRYGx9Is,@tuatduong5381,Đại học công đoàn
vui vẻ,_pMLRYGx9Is,@hoaithuong4845,logo trường Nhân Văn Hà Nội sai mẹ rồi :)))
vui vẻ,_pMLRYGx9Is,@annguyen.4869,Sân khấu-Điện ảnh đối diện thương mại mà ko được lên sóng luôn 😞😞😞
vui vẻ,_pMLRYGx9Is,@sau4454,HUBT sinh viên như qq(đa số) còn giảng viên thì ngược lại
vui vẻ,_pMLRYGx9Is,@shikaibduog,Anh thiếu trường đại học top15 đại học thủ dầu một 😂
vui vẻ,_pMLRYGx9Is,@hn90son,Làm các cao đẳng đi bạn
vui vẻ,_pMLRYGx9Is,@DinhNguyenThanhNamKHCM,"Mấy trường ở miền bắc thì làm rõ ràng rành mạch, còn miền nam thì đọc cho qua, đúng phân biệt vùng miền"
vui vẻ,_pMLRYGx9Is,@tuanb.a,😓
vui vẻ,_pMLRYGx9Is,@Love68686,"coi 2 video của kênh này, thì như lol. kiến thức ko có, làm đơn giản, có vài cái còn sai kiến thức nặng nề thậm chí cop nhặt trên mạng thiếu chính xác, coi phí cả cuộc đời"
vui vẻ,_pMLRYGx9Is,@NTT-Moi,địu má trường tôi đâu k thấy ai nói đến luôn trường KMA KMA KMA ạ
vui vẻ,_pMLRYGx9Is,@-LeTuanA,hồi tháng 8 anh mới về làm giảng viên khóa định hướng cho K20 FPT bọn e xong mà trường ép đâu anh zai=))
vui vẻ,_pMLRYGx9Is,@huytranquang3460,logo hust hn sao lại là hcmut ==]]]
vui vẻ,_pMLRYGx9Is,@NhatTienNguyen-nr7zy,ủa sao ko nói gì đại học Bình Dương vậy
vui vẻ,_pMLRYGx9Is,@D_H_Giang,"<a href=""https://www.youtube.com/watch?v=_pMLRYGx9Is&amp;t=198"">3:18</a> Đại học Bách Khoa, tên HCMUT nhưng logo là HUST :)))"
vui vẻ,_pMLRYGx9Is,@ucnguyenminh5958,Đại học Thái Nguyên ko có sao bảo tất cả các trường ĐH ở Việt Nam🤨
vui vẻ,_pMLRYGx9Is,@MrHoangtuananh265,"Y Phạm Ngọc Thạch và Đại Học Y Dược TPHCM, Đại Học Khoa Học Tự Nhiên TPHCM đâu ông chủ Kênh. Thiếu tùm lum"
vui vẻ,_pMLRYGx9Is,@vanhaulen7953,"Có nhắc về đại học NGoại ngữ ULIS mà k nhắc tới đối thủ năm nào cũng war nhau trong ngành ngoại  ngữ là HANU thì thôi nghỉ xem kênh được rồi, mà HANU còn mang tên thủ đô cơ"
vui vẻ,_pMLRYGx9Is,@nghile8005,thiếu đại học ueh bác ơi
vui vẻ,_pMLRYGx9Is,@thanhtaiong9408,"Còn đại học Mỹ Thuật này, đại học Văn Hiến rồi đại học Sài Gòn, Văn Lang. Tứ đại bổ túc các miền nữa :)))"
vui vẻ,_pMLRYGx9Is,@oninhnguyen765,Nói đến Thương Mại mà Công nghiệp ở gần lại không nói
vui vẻ,_pMLRYGx9Is,@hieuham9778,"Đại học phụ hồ, đại học bôn ba, đại học Trăm mâm, học viện nghĩa vụ quân sự 😂"
vui vẻ,_pMLRYGx9Is,@TrongCauPham91,Bạn đã thành công trong việc sử dụng màu sắc để tạo cảm xúc.
vui vẻ,_pMLRYGx9Is,@NamNguyen-iw9ge,Thực ra giờ trường Thủy Lợi thành trường đa ngành rồi:))
vui vẻ,_pMLRYGx9Is,@Vinhbuon.tiktok,Phenikaa của taa
vui vẻ,_pMLRYGx9Is,@SuperFerz,"<a href=""https://www.youtube.com/watch?v=_pMLRYGx9Is&amp;t=238"">3:58</a> cô báo điểm thế thì chít sinh viên!"
vui vẻ,_pMLRYGx9Is,@quyennguyen9123,Đại học mở hà nội nơi mà các em sẽ đc biết thế nào là chạy cơ sở sml
vui vẻ,_pMLRYGx9Is,@minhhiếuhoang-h8m,sư phạm vẫn mất phí mà 😢
vui vẻ,_pMLRYGx9Is,@pipipi1703,"đại học Hutech, đ* nhiều hơn sinh viên =))"
vui vẻ,_pMLRYGx9Is,@duchiu2212,kịch bản lấy từ chatgpt à
vui vẻ,_pMLRYGx9Is,@odayconhacbancan-bn6hr,xã hội nhân văn hà lội có tốt ko ạ
vui vẻ,_pMLRYGx9Is,@TTienLod12,"<a href=""https://www.youtube.com/watch?v=_pMLRYGx9Is&amp;t=580"">9:40</a> neymar sẽ làm bố của messi 💀"
vui vẻ,_pMLRYGx9Is,@hovantuan0712,Ko thấy đại học đà nẵng đâu. Này chủ yếu làm về kv miền bắc thôi
vui vẻ,_pMLRYGx9Is,@katchan-mylove,"anh mình học đh bk HCM city và tốt nghiệp loại bth, dù k phải trải nghiệm của mình nhưng đk bk HCM là một lựa chọn tốt khi thi vào đk, anh mình đang chuẩn bị có thêm bằng thạc sĩ rồi, lương/tháng cũng cỡ 1,000 đô la mĩ"
vui vẻ,CdGHKsc-Rdc,@BiMo-c7g,Rồi xong luông
vui vẻ,CdGHKsc-Rdc,@NguyễnThuần-f7p,tội nghiệp 😢😢😢😢😢😢🎉❤❤❤❤
vui vẻ,CdGHKsc-Rdc,@namhai7166,😮😮😮
vui vẻ,CdGHKsc-Rdc,@NgocdepVo-xc1ub,"<a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=21"">0:21</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=21"">0:21</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=21"">0:21</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=22"">0:22</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=22"">0:22</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=22"">0:22</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=22"">0:22</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=22"">0:22</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=23"">0:23</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=23"">0:23</a> <br><a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=24"">0:24</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=24"">0:24</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=25"">0:25</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=25"">0:25</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=25"">0:25</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=25"">0:25</a>"
vui vẻ,CdGHKsc-Rdc,@leNguyen-v1p,có sao ko😢😢
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,"<a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=24"">0:24</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=26"">0:26</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=27"">0:27</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=28"">0:28</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=29"">0:29</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=29"">0:29</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=29"">0:29</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=29"">0:29</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=29"">0:29</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=30"">0:30</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=30"">0:30</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=30"">0:30</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=30"">0:30</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=30"">0:30</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=31"">0:31</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=31"">0:31</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=31"">0:31</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=31"">0:31</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=32"">0:32</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=32"">0:32</a> <a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=33"">0:33</a>"
vui vẻ,CdGHKsc-Rdc,@HieuHieu-d1i,ghê quá
vui vẻ,CdGHKsc-Rdc,@V-i-p84,8/3
vui vẻ,CdGHKsc-Rdc,@nguyenthanhnhan5581,😢😢😢😢😢😢 chúc em mau lành
vui vẻ,CdGHKsc-Rdc,@muni_emojicat_2k12,Mong bn khỏe nha (Tui lớp 7😭)
vui vẻ,CdGHKsc-Rdc,@MinhQuang-n3w,"<a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=55"">0:55</a>"
vui vẻ,CdGHKsc-Rdc,@TamNguyen-ed9ez,Thương quá
vui vẻ,CdGHKsc-Rdc,@TramBich-p5m,Trời đất ơi nguy hiểm😢😢😢
vui vẻ,CdGHKsc-Rdc,@uc-CDLHNNguyenMinh,Cầu cho con đc tai qua nạn khỏi
vui vẻ,CdGHKsc-Rdc,@TynaHuynh-g1x,"<a href=""https://www.youtube.com/watch?v=CdGHKsc-Rdc&amp;t=58"">0:58</a>"
vui vẻ,CdGHKsc-Rdc,@VanluanTran-e9n,Mong em an toàn gia đình đừng lo quá
vui vẻ,CdGHKsc-Rdc,@Thyff-q5m,Chúc e mạnh khỏe ạ
vui vẻ,CdGHKsc-Rdc,@NhânHà-d3r,Chúc em ấy có nhiều sức khỏe
vui vẻ,CdGHKsc-Rdc,@cuomnguyen5668,😱😱trời ơi 😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱🥹😭
vui vẻ,CdGHKsc-Rdc,@nghiepla4011,❤❤❤❤❤❤❤❤❤❤❤❤❤
vui vẻ,CdGHKsc-Rdc,@lapvo4210,Cầu xin anh chú Lâm chị
vui vẻ,CdGHKsc-Rdc,@HangTran-sp4lc,❤❤❤
vui vẻ,CdGHKsc-Rdc,@BuiHamy-u8s,Ban nay bang tuoi em ne em cung hoc lop 7 nhung em da 13 tuoi lon hon ban nay 1 tuoi
vui vẻ,CdGHKsc-Rdc,@Dolanaasi,Chắc mẹ bn đó bùn lắm😢
vui vẻ,CdGHKsc-Rdc,@ThanhsangDtxd-z6d,Zợ quá
vui vẻ,CdGHKsc-Rdc,@Mk67654,Ông nội đang đi và chồng phải bỏ túi
vui vẻ,CdGHKsc-Rdc,@simmervervet2130,Mong em có thể tiếp tục hovj😢
vui vẻ,CdGHKsc-Rdc,@HseheuejJdjejejej,Cầu mong cho con bình an
vui vẻ,CdGHKsc-Rdc,@ducduy7974,Sợ quá đi thôi à
vui vẻ,CdGHKsc-Rdc,@ෆNazaohnazaෆ,(●´⌓`●)
vui vẻ,CdGHKsc-Rdc,@tuyenduong6868,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/YvgfY-LIBpjChgHKyYCQBg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/YvgfY-LIBpjChgHKyYCQBg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/YvgfY-LIBpjChgHKyYCQBg""></a>"
vui vẻ,CdGHKsc-Rdc,@Saodolop1,Giờ đã tròn 1 năm r. Thời gian trôi nhanh quá=(((
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,Túi thấy lang cang trường thấp quá nếu máy em chạy giỡn cái chon chạy sẽ nhàu đầu làng cang trường phái cao ngan ngực mới đúng nguy hiểm quá
vui vẻ,CdGHKsc-Rdc,@loanđoàn-w7q,Tôi thấy mấy trường học lang cang thấp máy Em hoc sinh giỡn de bị chay te nhàu đầu cái chất lang cang phải cao co tam ngan ngực mình mới an toàn còn này lang cang thấp máy bạn chạy giỡn chon chạy thể nào cũng nhàu đầu
vui vẻ,CdGHKsc-Rdc,@luongkimphuong3148,Chúc con mạnh khỏe bình an 😢😢😢😢
vui vẻ,CdGHKsc-Rdc,@Plumume098,Hy vọng em sẽ học lại được và bình an 😢<br>NA MÔ A DI ĐÀ PHẬT❤😢
vui vẻ,CdGHKsc-Rdc,@maimainguyen340,Hy vọng lần này bạn sẽ mạnh khỏe
vui vẻ,CdGHKsc-Rdc,@HàTrần-w1x,❤❤❤😅😅😅❤❤❤😅😅😅😅😅😅❤❤❤😅😅😅❤❤❤
vui vẻ,CdGHKsc-Rdc,@HàTrần-w1x,❤😂
vui vẻ,CdGHKsc-Rdc,@HaiHoang-nd5zd,Is that boy alive or dead
vui vẻ,CdGHKsc-Rdc,@Anh_Alex_2003,"Trường mik có bé lớp ba nhảy từ lầu ba xuống nè may mà chỉ gãy chân thôi , tội em😢"
vui vẻ,CdGHKsc-Rdc,@PhanNhatMinh287,<b>Nam mô a di đà Phật cầu mong em bình an trở về bên gia đình</b><br>😢😢😢😢😢
vui vẻ,CdGHKsc-Rdc,@chickendance900,Sợ quá
vui vẻ,CdGHKsc-Rdc,@Minhkhang242,cho em hỏi: <br>lớp 5A lên lớp 6 là học lớp nào ạ
vui vẻ,CdGHKsc-Rdc,@nxtinhgame,Haki vũ trang
vui vẻ,CdGHKsc-Rdc,@baonamhoangtran7518,Trường nhà cháu có bạn lớp 3D bị rơi từ lầu 2 xuống tên là toàn
vui vẻ,CdGHKsc-Rdc,@ThinhTran-vb9tk,😢😢😢😢😢😢😢😢😢😢😢😢😢
vui vẻ,CdGHKsc-Rdc,@butran5723,Ủa. Lầu 2 thôi mà?
vui vẻ,CdGHKsc-Rdc,@biennguyenvan7883,Chú tôi ở hòa hải
vui vẻ,CdGHKsc-Rdc,@thanhthi7797,Ui là troi 😵😵😦😦
vui vẻ,CdGHKsc-Rdc,@phucdaynho,Phúc đã đến và đi rất buồn😢
vui vẻ,CdGHKsc-Rdc,@MCI9128,Chúc em luôn mạnh khỏe ❤️❤️
vui vẻ,CdGHKsc-Rdc,@vietnvv,"Hú hồn , xem như xui nhưng cũng còn tánh mạng , mong e được bình an hết bệnh , xem như con có số mạng lớn , sao này con cẩn thận hơn nhe."
vui vẻ,CdGHKsc-Rdc,@thanhngo340,Chúc em binh an
vui vẻ,CdGHKsc-Rdc,@tranlevy1815,Mong em sớm tai nạn qua khỏi
vui vẻ,CdGHKsc-Rdc,@nvnt7172,Mong em học sinh bình an hồi phục được trở lại trường 😢😢
vui vẻ,CdGHKsc-Rdc,@thinnguyen5652,Chết đi cho lành:))))) sorry mong nhà em chăm sóc em thật tốt
vui vẻ,CdGHKsc-Rdc,@Yumeidayy,Trường toi-😓😓
vui vẻ,CdGHKsc-Rdc,@hanhanhan4109,Hy vọng Anh sẽ mau chóng lành ạ 🥰🥰
vui vẻ,CdGHKsc-Rdc,@tuyhaonguyen5157,"Không chảy máu mới nguy hiểm đó ,ỷ y sau đó máu chảy gây tsi biến đó"
vui vẻ,CdGHKsc-Rdc,@anhcuabemonlun,Em ở đây là lớp 7 luôn nè
vui vẻ,CdGHKsc-Rdc,@Khanghkjhh,"Cầu chúc em tai qua nạn khỏi,sớm bình phục và mạnh khỏe để còn ở bên gia đình em"
vui vẻ,CdGHKsc-Rdc,@brightneyVN,Hi vọng rằng em sẽ khỏe lại
vui vẻ,CdGHKsc-Rdc,@jsjsgejsudh,<b>Pé tập pay</b>
vui vẻ,CdGHKsc-Rdc,@quynhchi276,Cầu mong e bình an vô sự 😢❤
vui vẻ,CdGHKsc-Rdc,@suridayy86,Mong anh mạnh khoẻ bình an
vui vẻ,CdGHKsc-Rdc,@hoavuong7439,Nguuuu😂😂
vui vẻ,CdGHKsc-Rdc,@nguyenvanhau402,May mắn quá em chưa qua chết
vui vẻ,CdGHKsc-Rdc,@NhiNguyen-is5sn,Không thể nào tự ngã được có thể là do em đó có ý định tự tử 😢😢😢
vui vẻ,CdGHKsc-Rdc,@Anhbuonmeo,Mưu sát
vui vẻ,CdGHKsc-Rdc,@ckck4857,Mong con mạnh khỏe bình an
vui vẻ,CdGHKsc-Rdc,@HotDaddySlender,Haha
vui vẻ,CdGHKsc-Rdc,@vangiauthan7096,Mg e bình an vô sự
vui vẻ,CdGHKsc-Rdc,@KhangVo-xh4je,Henh la thuong nhe
vui vẻ,CdGHKsc-Rdc,@navlogs8671,Chỗ mình nè
vui vẻ,CdGHKsc-Rdc,@lehot3094,"EM HỌC SINH NẦY BỊ ÁM SÁT, ĐỀ NGHỊ CÁC ĐỒNG CHÍ CÔNG AN LÀM RỎ !!!"
vui vẻ,CdGHKsc-Rdc,@Choongmaisang,Mong em được bình an và nhà trường phải xây rào chắn để không có thương tích xẩy ra 😢
vui vẻ,CdGHKsc-Rdc,@gigavergil4986,Rơi cũng phải có lý do chứ có khi em ấy bị bạn học bắt nạt ấy
vui vẻ,CdGHKsc-Rdc,@HungTran-rx1zy,E sui  : mong e mau khoe    :
vui vẻ,CdGHKsc-Rdc,@Hlnhvechibi4525,😞
vui vẻ,CdGHKsc-Rdc,@MyNguyen-we2sr,Thương con
vui vẻ,CdGHKsc-Rdc,@DreisterxD,siuuuuuuuuuuuuuuuuuu
vui vẻ,CdGHKsc-Rdc,@skeletone4194,What tự nhiên rơi? Phải có lý do chứ
vui vẻ,CdGHKsc-Rdc,@thanhcaovo2462,Trai ngoan
vui vẻ,CdGHKsc-Rdc,@HieuNguyen-yo4li,Có lẽ rơi từ &quot;tầng 2&quot; (lầu 1)
vui vẻ,CdGHKsc-Rdc,@thuanmai291,Cầu trời phù hộ em được bình an 😢
vui vẻ,CdGHKsc-Rdc,@Maynguvailuaahihi,Nghe hơi sợ nhưng cũng mừng chỉ là chấn thương nhẹ
vui vẻ,CdGHKsc-Rdc,@Thinhyujo,sân trg xg đất ? saan trg trên trời à
vui vẻ,CdGHKsc-Rdc,@tungnguyen-pg6ed,🥺🥺🥺🥺🥺🥺🥺🥺
vui vẻ,CdGHKsc-Rdc,@quangvinhefootball5811,Cái này biết đâu rồi
vui vẻ,CdGHKsc-Rdc,@Kiyoshima_Toshirou,May mắn nam sinh không bị thương quá nghiêm trọng 😓
